i,names,p1,t1,p2,t2,p3,t3,error1,error2,error3,hit1,hit2,hit3
0,LiO,0.0328014268279,0.005,0.116446072687,0.24,-0.0344412216705,0.143,-0.0278014268279,0.123553927313,0.177441221671,1,1,0
1,LiSb,-0.248936744128,-0.137,0.200735954346,0.408,0.0724318983626,-0.218,0.111936744128,0.207264045654,-0.290431898363,1,1,0
2,BeGe,-0.154532701626,-0.281,-0.00886977988374,0.225,-0.0605330593308,-0.108,-0.126467298374,0.233869779884,-0.0474669406692,1,0,1
3,NaGe,-0.257817899123,-0.397,0.203710975751,0.426,0.0702519305522,-0.298,-0.139182100877,0.222289024249,-0.368251930552,1,1,0
4,MgI,-0.00565085737612,0.002,0.0737508191997,0.141,-0.00279125017314,0.052,0.00765085737612,0.0672491808003,0.0547912501731,0,1,0
5,KAs,-0.177164088275,0.009,0.259755950847,0.268,0.125153698093,-0.284,0.186164088275,0.00824404915314,-0.409153698093,0,1,0
6,KSb,-0.242708347295,-0.019,0.254110516818,0.269,0.123165652039,-0.363,0.223708347295,0.0148894831821,-0.486165652039,1,1,0
7,CaTe,0.0167760881935,0.06,0.366670847568,0.278,0.23895962271,0.143,0.0432239118065,-0.088670847568,-0.0959596227103,1,1,1
8,ZnI,0.0208893748652,0.051,0.0488123405376,0.147,0.002890744569,0.105,0.0301106251348,0.0981876594624,0.102109255431,1,1,1
9,GeI,-0.0698250997054,-0.169,0.121308698389,0.173,-0.13691507919,0.175,-0.0991749002946,0.0516913016115,0.31191507919,1,1,0
10,RbGe,-0.255054116363,0.032,0.2639838736,0.265,0.123961428524,-0.232,0.287054116363,0.00101612639959,-0.355961428524,0,1,0
11,RbAs,-0.188008360982,0.024,0.273934601346,0.222,0.141608021255,-0.221,0.212008360982,-0.051934601346,-0.362608021255,0,1,0
12,SrGe,0.0075684774346,-0.156,0.399292910105,0.5,0.279243228488,0.196,-0.163568477435,0.100707089895,-0.0832432284877,0,1,1
13,YBr,-0.0846635540712,-0.32,0.219657219624,0.186,-0.069349442665,-0.28,-0.235336445929,-0.0336572196244,-0.210650557335,1,1,1
14,NbO,-0.187558612968,-0.454,-0.0213078983034,0.036,-0.361065514982,-0.353,-0.266441387032,0.0573078983034,0.00806551498201,1,0,1
15,NbP,-0.0819250708256,-0.348,0.357033368262,0.55,0.0308707663236,0.42,-0.266074929174,0.192966631738,0.389129233676,1,1,1
16,RhGe,-0.123798411798,-0.335,0.175096190638,0.118,0.0316863226216,-0.052,-0.211201588202,-0.0570961906381,-0.0836863226216,1,1,0
17,AgB,0.00376431876854,-0.225,0.0898569804422,0.035,0.0180018842459,0.028,-0.228764318769,-0.0548569804422,0.00999811575407,0,1,1
18,AgBr,0.0933784620345,0.002,0.160796646428,-0.044,0.00579779564454,-0.037,-0.0913784620345,-0.204796646428,-0.0427977956445,1,0,0
19,InN,0.0889527034377,0.167,-0.058440939189,-0.252,-0.131762564456,-0.234,0.0780472965623,-0.193559060811,-0.102237435544,1,1,1
20,SnO,0.178228934818,0.115,-0.0401176062871,-0.033,-0.138405301531,-0.057,-0.0632289348185,0.00711760628714,0.0814053015311,1,1,1
21,SbN,0.06441757666,0.147,-0.0356689035648,0.049,-0.202759867294,-0.074,0.08258242334,0.0846689035648,0.128759867294,1,0,1
22,SbSi,0.0630706426737,0.097,0.247801491809,0.189,0.0745946549991,0.058,0.0339293573263,-0.058801491809,-0.0165946549991,1,1,1
23,SbTe,0.143615750173,0.106,0.316468680946,0.343,0.145641725493,0.319,-0.0376157501733,0.0265313190539,0.173358274507,1,1,1
24,TeAs,0.15072193026,0.114,0.353612395168,0.295,0.118092945939,0.281,-0.0367219302596,-0.0586123951676,0.162907054061,1,1,1
25,HfO,0.0232167124006,-0.082,0.186748419296,-0.151,-0.140294978834,-0.219,-0.105216712401,-0.337748419296,-0.0787050211663,0,0,1
26,ReSe,-0.665413858767,-0.714,-0.262472042672,-0.466,-0.594976105445,-0.967,-0.0485861412331,-0.203527957328,-0.372023894554,1,1,1
27,AuI,0.0891898621044,0.026,0.252016044079,-0.131,0.109482254994,-0.107,-0.0631898621044,-0.383016044079,-0.216482254994,1,0,0
28,HgF,0.199524909337,0.093,-0.110310048665,0.106,-0.221150988341,0.068,-0.106524909337,0.216310048665,0.289150988341,1,0,0
29,PbB,-0.210022442883,0.127,-0.168706226811,-0.187,-0.270565208368,-0.141,0.337022442883,-0.018293773189,0.129565208368,0,1,1
30,BiN,0.150968772046,0.185,0.110503428132,0.034,-0.112769916536,-0.015,0.0340312279543,-0.0765034281317,0.0977699165361,1,1,1
31,BiSb,0.0699225743561,0.087,0.334298572861,0.223,0.123626697808,0.101,0.0170774256439,-0.111298572861,-0.0226266978081,1,1,1
